compound,concentration_M,cell_line,sd,num_samples,mean_via,CV
XL-228,3e-9,SUM159,5.177689390981102,3,74.67972731438616,0.06933192684520799
XL-228,1e-8,SKBR3,2.3352154638707194,3,100.85754651399847,0.023153601734170724
XL-228,1e-8,SUM159,1.669681965018214,3,61.41966518162083,0.027184810599030232
XL-228,3e-8,SKBR3,7.327515202686985,3,101.2308023228457,0.0723842450573299
XL-228,3e-8,SUM159,0.47892643486195496,3,54.319251098425575,0.008816882139890852
XL-228,1e-7,SKBR3,6.317989802933102,3,100.47980012812441,0.06287820830531976
XL-228,1e-7,SUM159,1.3941240984787966,3,36.501715668858125,0.038193385514429676
XL-228,3e-7,SKBR3,6.31792026026607,3,114.8661086909648,0.055002474901137036
XL-228,3e-7,SUM159,1.6453042422167754,3,26.781204852216963,0.06143503443164083
XL-228,1e-6,SKBR3,3.8702724841869416,3,116.50962709803784,0.033218477996932165
XL-228,1e-6,SUM159,0.6089952033460908,3,11.022267659583788,0.055251353183804565
XL-228,3e-6,SKBR3,6.212556316905756,3,52.17409365922429,0.11907358386488016
XL-228,3e-6,SUM159,0.27997701403226766,3,6.446154981000263,0.04343318068794291
XL-228,3e-5,SKBR3,0.863112346437843,3,6.719811506633822,0.12844294004166268
XL-228,3e-5,SUM159,0.5836220878344872,3,10.801678883119077,0.054030683021560194
